datetime,close
2024-01-02,27.6369686126709
2024-01-03,25.872699737548828
2024-01-04,25.212326049804688
2024-01-05,25.557294845581055
2024-01-08,28.021366119384766
2024-01-09,28.011507034301758
2024-01-10,27.765100479125977
2024-01-11,28.05093002319336
2024-01-12,27.696107864379883
2024-01-16,28.77043914794922
2024-01-17,28.021366119384766
2024-01-18,30.7416934967041
2024-01-19,34.358943939208984
2024-01-22,34.75319290161133
2024-01-23,35.40370178222656
2024-01-24,36.882144927978516
2024-01-25,36.58646011352539
2024-01-26,33.52115249633789
2024-01-29,34.536354064941406
2024-01-30,33.048057556152344
2024-01-31,31.638608932495117
2024-02-01,31.983583450317383
2024-02-02,33.16633224487305
2024-02-05,34.595489501953125
2024-02-06,33.34375
2024-02-07,34.85175704956055
2024-02-08,36.61602783203125
2024-02-09,38.75483703613281
2024-02-12,38.5872802734375
2024-02-13,36.31048583984375
2024-02-14,38.55771255493164
2024-02-15,38.5478515625
2024-02-16,37.77907180786133
2024-02-20,35.896522521972656
2024-02-21,35.620548248291016
2024-02-22,40.824649810791016
2024-02-23,39.59261703491211
2024-02-26,40.61767578125
2024-02-27,40.519107818603516
2024-02-28,39.22793960571289
2024-02-29,42.2242431640625
2024-03-01,47.635337829589844
2024-03-04,49.05463790893555
2024-03-05,46.166748046875
2024-03-06,49.4981689453125
2024-03-07,54.52486038208008
2024-03-08,48.24641799926758
2024-03-11,46.097755432128906
2024-03-12,48.867366790771484
2024-03-13,45.41767501831055
2024-03-14,42.904327392578125
2024-03-15,42.12568664550781
2024-03-18,41.92855453491211
2024-03-19,40.85826873779297
2024-03-20,42.81141662597656
2024-03-21,45.68195343017578
2024-03-22,45.80032730102539
2024-03-25,45.26765441894531
2024-03-26,44.419315338134766
2024-03-27,45.8693733215332
2024-03-28,45.89897155761719
2024-04-01,47.33917236328125
2024-04-02,45.25778579711914
2024-04-03,45.56357955932617
2024-04-04,41.79538345336914
2024-04-05,43.02843475341797
2024-04-08,43.403282165527344
2024-04-09,44.77443313598633
2024-04-10,42.50562286376953
2024-04-11,45.17886734008789
2024-04-12,40.94704818725586
2024-04-15,39.240509033203125
2024-04-16,39.990203857421875
2024-04-17,36.55739974975586
2024-04-18,34.436553955078125
2024-04-19,30.372432708740234
2024-04-22,31.635072708129883
2024-04-23,33.64740753173828
2024-04-24,35.00869369506836
2024-04-25,36.902652740478516
2024-04-26,39.2602424621582
2024-04-29,40.05925750732422
2024-04-30,37.66221237182617
2024-05-01,33.90388107299805
2024-05-02,35.95566940307617
2024-05-03,38.441497802734375
2024-05-06,40.739898681640625
2024-05-07,39.812644958496094
2024-05-08,39.861968994140625
2024-05-09,39.418067932128906
2024-05-10,40.47356033325195
2024-05-13,40.710304260253906
2024-05-14,42.62399673461914
2024-05-15,46.36259460449219
2024-05-16,45.632625579833984
2024-05-17,44.78429412841797
2024-05-20,47.59564208984375
2024-05-21,47.329307556152344
2024-05-22,48.71031951904297
2024-05-23,48.14805221557617
2024-05-24,50.74237823486328
2024-05-28,53.30712127685547
2024-05-29,50.28861999511719
2024-05-30,49.32190704345703
2024-05-31,47.931034088134766
2024-06-03,47.931034088134766
2024-06-04,46.9445915222168
2024-06-05,52.7941780090332
2024-06-06,51.79787063598633
2024-06-07,51.16655349731445
2024-06-10,53.21833801269531
2024-06-11,53.43535232543945
2024-06-12,57.92365264892578
2024-06-13,60.034629821777344
2024-06-14,59.284934997558594
2024-06-17,61.8200798034668
2024-06-18,64.355224609375
2024-06-20,59.20602035522461
2024-06-21,57.41070556640625
2024-06-24,52.49824142456055
2024-06-25,54.70317840576172
2024-06-26,54.18879699707031
2024-06-27,53.2193717956543
2024-06-28,54.762535095214844
2024-07-01,54.762535095214844
2024-07-02,56.978363037109375
2024-07-03,59.738250732421875
2024-07-05,60.15372085571289
2024-07-08,63.61594772338867
2024-07-09,63.55659484863281
2024-07-10,67.8497543334961
2024-07-11,61.320987701416016
2024-07-12,63.249935150146484
2024-07-15,63.44778060913086
2024-07-16,64.59526062011719
2024-07-17,50.993656158447266
2024-07-18,51.10247039794922
2024-07-19,46.492759704589844
2024-07-22,52.3587646484375
2024-07-23,49.98466110229492
2024-07-24,42.437007904052734
2024-07-25,39.35068130493164
2024-07-26,41.467586517333984
2024-07-29,41.3587760925293
2024-07-30,36.838096618652344
2024-07-31,43.91093063354492
2024-08-01,34.62226867675781
2024-08-02,29.023353576660156
2024-08-05,27.58900260925293
2024-08-06,28.271554946899414
2024-08-07,25.937023162841797
2024-08-08,31.120473861694336
2024-08-09,30.675331115722656
2024-08-12,31.071014404296875
2024-08-13,34.89924621582031
2024-08-14,34.67172622680664
2024-08-15,39.48917007446289
2024-08-16,39.30121612548828
2024-08-19,41.151039123535156
2024-08-20,39.65733337402344
2024-08-21,41.279640197753906
2024-08-22,37.10517883300781
2024-08-23,39.9639892578125
2024-08-26,36.9666862487793
2024-08-27,38.074607849121094
2024-08-28,36.20499801635742
2024-08-29,35.7994270324707
2024-08-30,38.371368408203125
2024-09-03,29.745473861694336
2024-09-04,29.972993850708008
2024-09-05,29.428930282592773
2024-09-06,25.679832458496094
2024-09-09,27.13396644592285
2024-09-10,28.04404067993164
2024-09-11,31.872270584106445
2024-09-12,31.46669578552246
2024-09-13,33.069210052490234
2024-09-16,31.81291961669922
2024-09-17,31.81291961669922
2024-09-18,30.80392837524414
2024-09-19,34.74097442626953
2024-09-20,33.18791580200195
2024-09-23,33.55392074584961
2024-09-24,34.75299072265625
2024-09-25,35.416934967041016
2024-09-26,39.291587829589844
2024-09-27,37.319576263427734
2024-09-30,36.34843444824219
2024-10-01,33.524200439453125
2024-10-02,34.64398193359375
2024-10-03,34.891719818115234
2024-10-04,36.34843444824219
2024-10-07,36.08087158203125
2024-10-08,37.12138366699219
2024-10-09,38.260990142822266
2024-10-10,37.488040924072266
2024-10-11,38.3204460144043
2024-10-14,40.451011657714844
2024-10-15,34.15841293334961
2024-10-16,34.14849853515625
2024-10-17,34.891719818115234
2024-10-18,34.95117950439453
2024-10-21,34.772804260253906
2024-10-22,34.37642288208008
2024-10-23,33.494468688964844
2024-10-24,33.980037689208984
2024-10-25,34.961090087890625
2024-10-28,35.030452728271484
2024-10-29,37.636680603027344
2024-10-30,33.702571868896484
2024-10-31,29.818004608154297
2024-11-01,30.551315307617188
2024-11-04,30.075654983520508
2024-11-05,31.096342086791992
2024-11-06,33.81157302856445
2024-11-07,35.88268280029297
2024-11-08,35.08991622924805
2024-11-11,32.47378158569336
2024-11-12,31.38372230529785
2024-11-13,29.421621322631836
2024-11-14,29.332433700561523
2024-11-15,26.419008255004883
2024-11-18,27.419879913330078
2024-11-19,27.59825325012207
2024-11-20,26.8847599029541
2024-11-21,28.232465744018555
2024-11-22,28.232465744018555
2024-11-25,29.06487464904785
2024-11-26,27.87571907043457
2024-11-27,26.736114501953125
2024-11-29,27.806354522705078
2024-12-02,29.92700958251953
2024-12-03,29.461257934570312
2024-12-04,30.600862503051758
2024-12-05,28.856773376464844
2024-12-06,29.342342376708984
2024-12-09,28.965778350830078
2024-12-10,26.81539535522461
2024-12-11,28.856773376464844
2024-12-12,28.20273780822754
2024-12-13,30.4224910736084
2024-12-16,32.216129302978516
2024-12-17,30.848602294921875
2024-12-18,27.578432083129883
2024-12-19,26.0622615814209
2024-12-20,27.05322265625
2024-12-23,29.40546226501465
2024-12-24,30.2899112701416
2024-12-26,30.379350662231445
2024-12-27,29.504838943481445
2024-12-30,27.765750885009766
2024-12-31,27.139680862426758
2025-01-02,27.4974365234375
2025-01-03,29.6340274810791
2025-01-06,32.287376403808594
2025-01-07,30.955732345581055
2025-01-08,29.99178123474121
2025-01-10,27.8850040435791
2025-01-13,27.676313400268555
2025-01-14,27.944629669189453
2025-01-15,29.753278732299805
2025-01-16,29.802967071533203
2025-01-17,32.287376403808594
2025-01-21,33.479888916015625
2025-01-22,34.930789947509766
2025-01-23,34.70221710205078
2025-01-24,32.446380615234375
2025-01-27,24.903711318969727
2025-01-28,25.211780548095703
2025-01-29,25.519845962524414
2025-01-30,26.980676651000977
2025-01-31,26.85148811340332
2025-02-03,25.450284957885742
2025-02-04,26.086292266845703
2025-02-05,27.527250289916992
2025-02-06,27.517311096191406
2025-02-07,26.16579246520996
2025-02-10,27.179431915283203
2025-02-11,27.2291202545166
2025-02-12,27.368247985839844
2025-02-13,28.292444229125977
2025-02-14,28.3719482421875
2025-02-18,29.802967071533203
2025-02-19,31.27373695373535
2025-02-20,31.502304077148438
2025-02-21,28.630325317382812
2025-02-24,26.593111038208008
2025-02-25,24.913650512695312
2025-02-26,26.12604331970215
2025-02-27,21.614356994628906
2025-02-28,22.58824348449707
2025-03-03,20.382089614868164
2025-03-04,20.521217346191406
2025-03-05,21.813108444213867
2025-03-06,19.110071182250977
2025-03-07,20.749780654907227
2025-03-10,17.877803802490234
2025-03-11,17.301422119140625
2025-03-12,18.185871124267578
2025-03-13,17.977182388305664
2025-03-14,19.676515579223633
2025-03-17,20.660343170166016
2025-03-18,19.805706024169922
2025-03-19,20.252899169921875
2025-03-20,19.805706024169922
2025-03-21,19.159761428833008
2025-03-24,20.869033813476562
2025-03-25,20.485244750976562
2025-03-26,18.730792999267578
2025-03-27,17.704036712646484
2025-03-28,15.97948932647705
2025-03-31,15.899740219116211
2025-04-01,15.899740219116211
2025-04-02,16.208763122558594
